id,ground_truth,CNM,Combo,Leiden,Louvain,Paris,RB-C,RB-ER,Significance,Eigenvector,RSC-K,RSC-SSE,RSC-V,Spectral,Deepwalk,Fairwalk,Node2Vec,Infomap,Spinglass,Walktrap,Fluid,Label Propagation,EM,SBM,SBM - Nested
143,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,7,6
144,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,15,15
145,3,2,4,4,4,3,4,1,1,4,4,6,2,1,7,7,6,3,4,3,8,1,0,17,16
146,1,2,2,2,2,0,2,0,0,3,0,3,0,0,6,6,5,2,2,2,1,0,0,8,7
147,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,10,9
148,3,2,4,4,4,3,4,1,1,4,4,6,2,0,7,7,6,3,4,3,8,1,0,17,16
149,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,9,8
150,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,6,8
151,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,10,9
152,5,1,3,3,3,4,3,2,2,5,3,4,1,2,1,1,7,4,3,4,3,2,0,3,3
153,1,2,2,2,2,0,2,0,0,3,0,3,0,0,6,6,5,2,2,2,1,0,0,13,13
154,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,9,8
155,1,2,2,2,2,0,2,0,0,3,0,3,0,0,6,6,5,2,2,2,1,0,0,8,7
156,0,1,1,1,1,1,1,0,0,1,1,1,0,1,4,4,4,0,1,0,0,0,0,9,8
157,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,9,8
158,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,10,9
159,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,9,11
160,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,16,11
161,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,9,8
162,1,2,2,2,2,0,2,0,0,2,0,3,0,0,6,6,5,2,2,2,1,0,0,13,13
163,3,2,4,4,4,3,4,1,1,4,4,6,2,1,7,7,6,3,4,3,8,1,0,17,16
164,1,2,2,2,2,0,2,0,0,2,0,3,0,0,6,6,5,2,2,2,1,0,0,13,13
165,1,2,2,2,2,0,2,0,0,3,0,3,0,0,6,6,5,2,2,2,1,0,0,13,13
166,1,2,2,2,2,0,2,0,0,2,0,3,0,0,6,6,5,2,2,2,1,0,0,13,13
167,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,10,9
168,1,2,2,2,2,0,2,0,0,3,0,3,0,0,6,6,5,2,2,2,1,0,0,1,1
169,1,2,2,2,2,0,2,0,0,2,0,3,0,0,6,6,5,2,2,2,1,0,0,8,7
170,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,9,11
171,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,9,8
172,1,2,2,2,2,0,2,0,0,2,0,3,0,0,6,6,5,2,2,2,1,0,0,8,7
173,2,2,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,10,9
174,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,10,9
175,1,2,2,2,2,0,2,0,0,3,0,3,0,0,6,6,5,2,2,2,1,0,0,8,7
176,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,7,6
177,3,2,4,4,4,3,4,1,1,4,4,6,2,1,7,7,6,3,4,3,8,1,0,4,4
178,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,9,8
179,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,9,8
180,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,9,8
181,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,9,8
182,1,2,2,2,2,0,2,0,0,2,0,3,0,0,6,6,5,2,2,2,1,0,0,8,7
183,5,1,3,3,3,4,3,2,2,5,3,4,1,2,1,1,7,4,3,4,3,2,0,3,3
184,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,6,8
185,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,16,11
186,3,2,4,4,4,3,4,1,1,4,4,6,2,1,7,7,6,3,4,3,8,1,0,17,16
187,1,2,2,2,2,0,2,0,0,3,0,3,0,0,6,6,5,2,2,2,1,0,0,8,7
188,1,2,2,2,2,0,2,0,0,2,0,3,0,0,6,6,5,2,2,2,1,0,0,8,7
189,3,2,4,4,4,3,4,1,1,4,4,6,2,0,7,7,6,3,4,3,8,1,0,17,16
190,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,10,9
191,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,10,9
192,1,2,2,2,2,0,2,0,0,2,0,3,0,0,6,6,5,2,2,2,1,0,0,8,7
193,1,2,2,2,2,0,2,0,0,2,0,3,0,0,6,6,5,2,2,2,1,0,0,8,7
194,1,2,2,2,2,0,2,0,0,2,0,3,0,0,6,6,5,2,2,2,1,0,0,8,7
195,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,9,8
196,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,7,6
197,3,2,4,4,4,3,4,1,1,4,4,6,2,1,7,7,6,3,4,3,8,1,0,17,16
198,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,9,11
199,3,2,4,4,4,3,4,1,1,4,4,6,2,1,7,7,6,3,4,3,8,1,0,17,16
200,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,10,9
201,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,7,6
202,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,9,8
203,2,0,0,0,0,2,0,0,0,0,2,2,0,0,5,5,3,1,0,1,2,0,0,0,2
204,5,1,3,3,3,4,3,2,2,5,3,4,1,2,0,0,7,4,3,4,3,2,0,3,3
205,1,2,2,2,2,0,2,0,0,3,0,3,0,0,6,6,5,2,2,2,1,0,0,8,7
206,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,6,8
207,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,9,8
208,3,2,4,4,4,3,4,1,1,4,4,6,2,1,7,7,6,3,4,3,8,1,0,4,4
209,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,9,8
210,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,9,8
211,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,10,9
212,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,9,8
213,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,10,9
214,2,0,0,0,0,2,0,0,0,0,2,2,0,0,5,5,3,1,0,1,2,0,0,7,9
215,1,2,2,2,2,0,2,0,0,3,0,3,0,0,6,6,5,2,2,2,1,0,0,8,7
216,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,6,8
217,1,2,2,2,2,0,2,0,0,2,0,3,0,0,6,6,5,2,2,2,1,0,0,8,7
218,1,2,2,2,2,0,2,0,0,2,0,3,0,0,6,6,5,2,2,2,1,0,0,8,7
219,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,7,6
220,5,1,3,3,3,4,3,2,2,5,3,4,1,2,0,1,7,4,3,4,3,2,0,3,3
221,1,2,2,2,2,0,2,0,0,2,0,3,0,1,6,6,5,2,2,2,1,0,0,8,7
222,1,2,2,2,2,0,2,0,0,3,0,3,0,0,6,6,5,2,2,2,1,0,0,8,7
223,4,0,5,5,5,5,5,3,3,0,5,5,3,1,8,8,8,5,5,5,4,3,0,5,20
224,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,6,8
225,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,10,9
226,1,2,2,2,2,0,2,0,0,2,0,3,0,0,6,6,5,2,2,2,1,0,0,8,7
227,5,1,3,3,3,4,3,2,2,5,3,4,1,2,0,0,7,4,3,4,3,2,0,3,3
228,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,10,9
229,1,2,2,2,2,0,2,0,0,2,0,3,0,0,6,6,5,2,2,2,1,0,0,8,7
230,0,1,1,1,1,2,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,6,8
231,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,7,6
232,1,2,2,2,2,0,2,0,0,2,0,3,0,0,6,6,5,2,2,2,1,0,0,8,7
233,1,2,2,2,2,0,2,0,0,2,0,3,0,0,6,6,5,2,2,2,1,0,0,8,7
234,3,2,4,4,4,3,4,1,1,4,4,6,2,1,7,7,6,3,4,3,8,1,0,17,16
235,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,10,9
236,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,0,2
237,1,2,2,2,2,0,2,0,0,2,0,3,0,0,6,6,5,2,2,2,1,0,0,8,7
238,1,2,2,2,2,0,2,0,0,2,0,3,0,1,6,6,5,2,2,2,1,0,0,8,7
239,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,6,8
240,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,10,9
241,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,2,0
242,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,6,8
243,1,2,2,2,2,0,2,0,0,2,0,3,0,0,6,6,5,2,2,2,1,0,0,8,7
244,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,9,8
245,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,6,8
246,6,4,7,7,7,7,7,6,5,7,6,7,6,0,0,0,7,7,7,7,5,5,0,12,12
247,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,10,9
248,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,6,0
249,2,0,0,0,0,2,0,0,0,0,2,2,0,0,5,5,3,1,0,1,2,0,0,7,6
250,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,7,6
251,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,7,6
252,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,10,9
253,1,2,2,2,2,0,2,0,0,2,0,3,0,0,6,6,5,2,2,2,1,0,0,1,1
254,1,2,2,2,2,0,2,0,0,3,0,3,0,0,6,6,5,2,2,2,1,0,0,1,1
255,1,2,2,2,2,0,2,0,0,2,0,3,0,0,6,6,5,2,2,2,1,0,0,1,1
256,1,2,2,2,2,0,2,0,0,3,0,3,0,0,6,6,5,2,2,2,1,0,0,8,7
257,1,2,2,2,2,0,2,0,0,2,0,3,0,0,6,6,5,2,2,2,1,0,0,1,1
258,2,0,0,0,0,2,0,0,0,0,2,2,0,1,5,5,3,1,0,1,2,0,0,10,9
259,1,2,2,2,2,0,2,0,0,2,0,3,0,1,6,6,5,2,2,2,1,0,0,8,7
260,0,1,1,1,1,1,1,0,0,1,1,1,0,0,4,4,4,0,1,0,0,0,0,6,0
261,1,2,2,2,2,0,2,0,0,3,0,3,0,0,6,6,5,2,2,2,1,0,0,8,7
262,1,2,2,2,2,0,2,0,0,3,0,3,0,0,6,6,5,2,2,2,1,0,0,8,7
