id,ground_truth,CNM,Combo,Leiden,Louvain,Paris,RB-C,RB-ER,Significance,Eigenvector,RSC-K,RSC-SSE,RSC-V,Spectral,Deepwalk,Fairwalk,Node2Vec,Infomap,Spinglass,Walktrap,Fluid,Label Propagation,EM,SBM,SBM - Nested
128,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1
129,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,4,4
130,12,3,11,12,11,12,12,12,10,1,11,11,11,1,12,4,11,11,13,10,4,3,3,12,12
131,4,4,4,4,4,6,4,4,4,3,4,4,4,2,4,5,4,4,4,4,5,2,0,5,5
132,7,1,7,7,7,9,7,7,7,1,7,7,7,1,7,8,7,7,7,7,8,7,0,8,8
133,10,0,10,10,10,10,10,10,13,2,10,10,10,0,10,11,10,10,10,12,10,8,0,11,11
134,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,12,1,1,1,1,1,0,1,0,0
135,0,0,0,0,0,0,0,0,31,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1
136,8,2,9,9,9,7,9,8,8,2,9,9,9,0,8,9,9,9,9,9,13,0,0,10,10
137,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,12,1,1,1,1,1,0,1,0,0
138,11,1,12,11,12,11,11,11,12,2,12,12,12,0,11,4,12,12,11,11,4,2,0,13,13
139,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,1,1
140,4,4,4,4,4,6,4,4,4,3,4,4,4,2,4,5,4,4,4,4,5,2,1,5,5
141,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,0,1,0,0
142,5,4,5,5,5,4,5,5,6,4,5,5,5,2,5,6,5,5,5,5,6,6,0,6,6
143,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,0,0,0,0
144,7,1,7,7,7,9,7,7,7,10,7,7,7,1,7,8,7,7,7,7,8,7,4,8,8
145,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,4,4
146,9,3,8,8,8,8,8,9,9,9,8,8,8,1,9,10,8,8,8,8,9,0,0,9,9
147,10,0,10,10,10,10,10,10,13,1,10,10,10,1,10,11,10,10,10,12,10,8,0,11,11
148,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,4,4
149,4,0,4,4,4,10,4,4,4,3,4,4,4,2,4,5,4,4,4,4,5,2,0,5,5
150,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1
151,4,4,4,4,4,6,4,4,4,3,4,4,4,2,4,5,4,4,4,4,5,2,0,5,5
152,7,1,7,7,7,9,7,7,7,10,7,7,7,1,7,8,7,7,7,7,8,7,1,8,8
153,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,1
154,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1
155,4,4,4,4,4,6,4,4,4,3,4,4,4,2,4,5,4,4,4,4,5,2,0,5,5
156,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,12,1,1,1,1,1,0,2,0,0
157,2,2,3,2,3,3,2,2,3,6,3,3,3,1,3,1,3,3,3,3,3,5,2,3,3
158,7,1,7,7,7,9,7,7,7,2,7,7,7,0,7,8,7,7,7,7,8,7,0,8,8
159,3,3,2,3,2,2,3,3,2,2,2,2,2,0,2,2,2,2,2,2,2,4,0,2,2
160,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,12,1,1,1,1,1,0,1,0,0
161,3,3,2,3,2,2,3,3,2,2,2,2,2,0,2,2,2,2,2,2,2,4,0,2,2
162,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1
163,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,0,1,0,0
164,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1
165,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,0,1,0,0
166,7,1,7,7,7,9,7,7,7,2,7,7,7,0,7,8,7,7,7,7,8,7,0,8,8
167,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1
168,12,3,11,12,11,12,12,12,10,3,11,11,11,2,12,4,11,11,13,10,4,3,3,12,12
169,6,5,6,6,6,5,6,6,5,7,6,6,6,2,6,7,6,6,6,6,7,3,1,7,7
170,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1
171,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,0,1,0,0
172,13,2,13,13,13,13,13,13,11,0,13,13,13,1,13,13,13,13,12,13,11,2,0,14,14
173,10,0,10,10,10,10,10,10,13,2,10,10,10,1,10,11,10,10,10,12,10,8,2,11,11
174,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,4,4
175,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,4,4
176,11,1,12,11,12,11,11,11,12,2,12,12,12,0,11,4,12,12,11,11,4,2,0,13,13
177,2,2,3,2,3,3,2,2,3,6,3,3,3,0,3,1,3,3,3,3,3,5,2,3,3
178,3,3,2,3,2,2,3,3,2,8,2,2,2,1,2,2,2,2,2,2,2,4,0,2,2
179,2,2,3,2,3,3,2,2,3,5,3,3,3,1,3,1,3,3,3,3,3,5,2,3,3
180,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1
181,6,5,6,6,6,5,6,6,5,7,6,6,6,2,6,7,6,6,6,6,7,3,5,7,7
182,6,5,6,6,6,5,6,6,5,7,6,6,6,2,6,7,6,6,6,6,7,3,1,7,7
183,3,3,2,3,2,2,3,3,2,2,2,2,2,0,2,2,2,2,2,2,2,4,0,2,2
184,2,2,3,2,3,0,2,2,14,5,3,3,3,1,3,1,3,3,3,3,13,5,2,3,3
185,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,0,1,0,0
186,3,3,2,3,2,8,3,3,2,2,2,2,2,0,2,2,2,2,2,2,2,4,0,2,2
187,7,1,7,7,7,9,7,7,7,2,7,7,7,0,7,8,7,7,7,7,8,7,0,8,8
188,7,1,7,7,7,11,7,7,7,10,7,7,7,0,7,8,7,7,7,7,8,7,4,8,8
189,11,1,12,11,12,11,11,11,12,1,12,12,12,1,11,4,12,12,11,11,4,2,0,13,13
190,6,5,6,6,6,3,6,6,5,2,6,6,6,1,6,7,6,6,6,6,7,3,10,7,7
191,4,4,4,4,4,6,4,4,4,3,4,4,4,2,4,5,4,4,4,4,5,2,0,5,5
192,10,0,10,10,10,3,10,10,18,2,10,10,10,0,10,11,10,10,10,0,10,2,0,11,11
193,5,4,5,5,5,4,5,5,6,4,5,5,5,2,5,6,5,5,5,5,6,6,2,6,6
194,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,4,4
195,5,4,5,5,5,4,5,5,6,4,5,5,5,2,5,6,5,5,5,5,6,6,0,6,6
196,3,3,2,3,2,2,3,3,2,2,2,2,2,0,2,2,2,2,2,2,2,4,1,2,2
197,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1
198,13,2,13,13,13,13,13,13,11,1,13,13,13,2,13,13,13,13,12,13,11,2,3,14,14
199,6,5,6,6,6,2,6,6,5,7,6,6,6,2,6,7,6,6,6,6,7,3,5,7,7
200,13,2,13,13,13,13,13,13,11,0,13,13,13,1,13,13,13,13,12,13,11,2,0,14,14
201,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
202,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,12,1,1,1,1,1,0,2,0,0
203,3,3,2,3,2,2,3,3,2,8,2,2,2,1,2,2,2,2,2,2,2,4,1,2,2
204,12,3,11,12,11,12,12,12,10,11,11,11,11,2,12,4,11,11,13,10,4,3,2,12,12
205,8,2,9,9,9,7,9,8,8,2,9,9,9,0,8,9,9,9,9,9,12,0,2,10,10
206,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1
207,11,1,12,11,12,11,11,11,12,1,12,12,12,1,11,4,12,12,11,11,4,2,6,13,13
208,2,2,3,2,3,3,2,2,3,5,3,3,3,1,3,1,3,3,3,3,3,5,2,3,3
209,9,3,8,8,8,8,8,9,9,2,8,8,8,1,9,10,8,8,8,8,9,0,0,9,9
210,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1
211,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,0,2,0,0
212,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,4,4
213,13,2,13,13,13,13,13,13,11,0,13,13,13,0,13,13,13,13,12,13,11,2,1,14,14
214,4,4,4,4,4,6,4,4,4,3,4,4,4,2,4,5,4,4,4,4,5,2,1,5,5
215,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,4,4
216,2,2,3,2,3,3,2,2,3,5,3,3,3,1,3,1,3,3,3,3,3,5,2,3,3
217,2,2,3,2,3,3,2,2,3,6,3,3,3,1,3,1,3,3,3,3,3,5,1,3,3
218,0,0,0,0,0,2,0,0,26,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1
219,11,1,12,11,12,11,11,11,12,2,12,12,12,0,11,4,12,12,11,11,4,2,0,13,13
220,4,4,4,4,4,6,4,4,4,13,4,4,4,2,4,5,4,4,4,4,5,2,0,5,5
221,3,3,2,3,2,2,3,3,2,2,2,2,2,0,2,2,2,2,2,2,2,4,0,2,2
222,3,3,2,3,2,2,3,3,2,2,2,2,2,0,2,2,2,2,2,2,2,4,0,2,2
223,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,4,4
224,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,0,1,0,0
225,13,2,13,13,13,1,13,13,11,1,13,13,13,2,13,13,13,13,12,13,11,2,0,14,14
226,0,0,0,0,0,13,0,0,30,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1
227,13,2,13,13,13,13,13,13,11,7,13,13,13,2,13,13,13,13,12,13,11,2,0,14,14
228,3,3,2,3,2,2,3,3,2,4,2,2,2,0,2,2,2,2,2,2,2,4,1,2,2
229,2,2,3,2,3,3,2,2,3,5,3,3,3,1,3,1,3,3,3,3,3,5,1,3,3
230,8,2,9,9,9,0,9,8,8,2,9,9,9,0,8,9,9,9,9,9,12,0,0,10,10
231,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,4,4
232,3,3,2,3,2,2,3,3,2,8,2,2,2,1,2,2,2,2,2,2,2,4,0,2,2
233,2,2,3,2,3,3,2,2,3,6,3,3,3,1,3,1,3,3,3,3,3,5,1,3,3
234,13,2,13,13,13,4,13,13,11,4,13,13,13,2,13,13,13,13,12,13,11,2,3,14,14
235,5,4,5,5,5,4,5,5,6,4,5,5,5,2,5,6,5,5,5,5,6,6,2,6,6
236,12,3,11,12,11,12,12,12,10,5,11,11,11,2,12,4,11,11,13,10,4,3,3,12,12
237,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,0,1,0,0
238,8,2,9,9,9,7,9,8,8,2,9,9,9,0,8,9,9,9,9,9,12,0,0,10,10
239,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,4,4
240,5,4,5,5,5,4,5,5,6,4,5,5,5,2,5,6,5,5,5,5,6,6,2,6,6
241,6,5,6,6,6,5,6,6,5,0,6,6,6,1,6,7,6,6,6,6,7,3,1,7,7
242,4,4,4,4,4,6,4,4,4,3,4,4,4,2,4,5,4,4,4,4,5,2,1,5,5
243,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,4,4
244,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,0,0,0,0
245,9,3,8,8,8,8,8,9,9,2,8,8,8,1,9,10,8,8,8,8,9,0,0,9,9
246,4,4,4,4,4,3,4,4,4,3,4,4,4,2,4,5,4,4,4,4,5,2,0,5,5
247,2,2,3,2,3,5,2,2,20,5,3,3,3,1,3,1,3,3,3,3,3,5,2,3,3
248,8,2,9,9,9,7,9,8,8,1,9,9,9,1,8,9,9,9,9,9,12,0,1,10,10
249,6,4,6,6,6,5,6,6,24,7,6,6,6,2,6,7,6,6,6,6,7,3,5,7,7
250,4,4,4,4,4,6,4,4,4,2,4,4,4,2,4,5,4,4,4,4,5,2,0,5,5
251,10,0,10,10,10,10,10,10,13,1,10,10,10,1,10,11,10,10,10,12,10,8,2,11,11
252,6,5,6,6,6,5,6,6,5,7,6,6,6,2,6,7,6,6,6,6,7,3,0,7,7
253,13,2,13,13,13,13,13,13,11,2,13,13,13,1,13,13,13,13,12,13,11,2,3,14,14
254,5,4,5,5,5,4,5,5,6,4,5,5,5,2,5,6,5,5,5,5,6,6,1,6,6
255,9,3,8,8,8,8,8,9,9,9,8,8,8,2,9,10,8,8,8,8,9,0,0,9,9
256,5,4,5,5,5,4,5,5,6,2,5,5,5,2,5,6,5,5,5,5,6,6,0,6,6
257,13,2,13,13,13,13,13,13,11,7,13,13,13,1,13,13,13,13,12,13,11,2,0,14,14
258,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,0,1,0,0
259,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1
260,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,0,1,0,0
261,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,12,1,1,1,1,1,0,1,0,0
262,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,0,1,0,0
